,time,value
0,1648381808.6202807,0.364405062640317
1,1648382405.1319988,0.486423874628588
2,1648383007.8116846,0.364405062640317
3,1648383608.5847487,0.364405062640317
4,1648384206.933259,0.7279132908816445
5,1648384809.226413,-0.03342793483025524
6,1648385408.6435606,0.2938285878446939
7,1648386010.6799893,0.2706416397758346
8,1648386610.2747977,0.4491363034394247
9,1648389121.786674,-0.8025718880593095
10,1648389721.915378,-0.03342793483025524
11,1648390328.0312955,0.8180417759124541
12,1648390923.0967572,0.4246235657803618
13,1648391526.2525373,0.486423874628588
14,1648392124.5857298,-0.5244005127080407
15,1648392722.1526794,0.4368471222579287
16,1648393324.8435898,0.3525251714490724
17,1648393928.1650212,0.5631491384553193
18,1648394526.3424563,0.41246312944140484
19,1648395120.220869,-0.13408756399198804
20,1648395726.4696367,0.41246312944140484
21,1648396325.2933974,0.41246312944140484
22,1648396921.5459814,0.2938285878446939
23,1648397524.709743,0.364405062640317
24,1648398123.1732633,-0.31717461426306087
25,1648398725.78385,0.2706416397758346
26,1648399324.293313,-0.9853657550352514
27,1648399923.0138485,0.7425110195522766
28,1648400523.5137272,-0.31717461426306087
29,1648401125.8947475,0.713469054464235
30,1648401729.1951435,-0.46149369421815806
31,1648402323.7710629,-0.4246235657803618
32,1648402925.3181272,0.4491363034394247
33,1648403528.5868359,0.6297030466212713
34,1648404128.044078,-0.03342793483025524
35,1648404729.7958045,0.055731687742979895
36,1648405333.8621926,0.5762526177174433
37,1648405927.5070722,0.486423874628588
38,1648406529.3465862,0.03342793483025524
39,1648407127.0000246,0.7279132908816445
40,1648407734.1383286,0.13408756399198804
41,1648408332.8277307,-0.9497835969634424
42,1648408937.8172715,0.34069482708779536
43,1648409533.4175017,0.364405062640317
44,1648410132.6672962,0.486423874628588
45,1648410736.4827614,0.17920367554535474
46,1648411335.6351871,0.2591032781466755
47,1648411932.3481681,-0.2018934791418509
48,1648412542.2547078,0.34069482708779536
49,1648413139.5393953,0.2938285878446939
50,1648413731.1771824,-2.8447632422993725
51,1648414338.083126,-1.0222413874778957
52,1648414934.6209776,0.15660576911585472
53,1648415535.6619406,0.5631491384553193
54,1648416141.48343,0.6297030466212713
55,1648416738.3348048,0.8495855373182967
56,1648417333.3338528,-0.011140800566449697
57,1648417933.1845937,1.1422903927149706
58,1648418541.2563803,2.8447632422993725
59,1648419138.0224185,1.2013528932571558
60,1648419736.6054723,0.657108566424889
61,1648420334.226711,2.4747396492194813
62,1648420934.1934202,1.9695593972966896
63,1648421543.2611976,-0.6297030466212713
64,1648422135.0246332,0.0668932751937093
65,1648422742.5476825,1.1422903927149706
66,1648423337.3007088,0.7279132908816445
67,1648423941.0716362,-0.4124631294414045
68,1648424536.8228974,-0.6297030466212713
69,1648425137.124033,0.0445770393033232
70,1648425738.9783306,0.5372265830422973
71,1648426339.7756603,0.657108566424889
72,1648426939.8915515,-0.6850167784751023
73,1648427538.0416245,-1.4514066228072915
74,1648428150.6737568,1.1005073910122758
75,1648428741.1187363,1.0605622435314257
76,1648429348.6932395,1.1422903927149706
77,1648429952.7851567,2.053748910631822
78,1648430541.2505488,1.9695593972966896
79,1648431149.3031154,1.1422903927149706
80,1648431750.22048,1.9695593972966896
81,1648432346.8601944,-1.2324587197131793
82,1648432944.6040816,0.7279132908816445
83,1648433549.069254,-0.2132767449546069
84,1648434152.412022,0.7572687167233753
85,1648434745.863403,-0.34069482708779536
86,1648435352.6951709,-0.03342793483025524
87,1648435947.100525,-0.3644050626403171
88,1648436546.1320848,0.3525251714490724
89,1648437155.5788019,-0.3525251714490724
90,1648437747.4510186,-0.2018934791418509
91,1648438343.9198375,1.4514066228072906
92,1648438950.7772176,0.4491363034394247
93,1648439544.898813,0.8656781844563757
94,1648440149.909757,0.2938285878446939
95,1648440754.3584478,0.2246877150727753
96,1648441349.3529751,1.2566265700156716
97,1648441948.088605,0.23612801801200567
98,1648442553.5341747,0.32891197566572233
99,1648443149.7898426,0.32891197566572233
100,1648443749.9091794,0.32891197566572233
101,1648444359.8977878,0.1004337205114699
102,1648444948.8143377,0.5894557978497786
103,1648446768.328623,0.40036338453474785
104,1648447349.7324922,-0.713469054464235
105,1648447970.3281999,2.4747396492194813
106,1648448550.9212093,1.3902781030993898
107,1648450368.6504679,0.07806320276521998
108,1648450951.4756541,0.2246877150727753
109,1648452769.1380079,0.03342793483025524
110,1648453357.8405564,-0.727913290881644
111,1648453953.777561,0.9497835969634424
112,1648454556.5132225,-0.833709959553436
113,1648455167.1066997,0.2246877150727753
114,1648455760.0401492,0.37633660850867545
115,1648456354.30437,0.4491363034394247
116,1648456963.0244672,0.2246877150727753
117,1648457560.0585296,0.1678940047881054
118,1648458167.3652346,0.37633660850867545
119,1648458760.6425822,0.4368471222579287
120,1648459360.3811557,0.40036338453474785
121,1648459958.7903686,-0.32891197566572217
122,1648460574.773106,-0.5894557978497786
123,1648461167.0230856,-0.2706416397758346
124,1648461760.3238885,0.32891197566572233
125,1648462379.3270283,0.24759931026108395
126,1648462971.529191,0.38832197400906654
127,1648463560.1658576,1.4514066228072906
128,1648464169.5607607,0.07806320276521998
129,1648464761.8635874,0.2706416397758346
130,1648465382.5283985,0.38832197400906654
131,1648465961.5032732,0.6161768921730953
132,1648466569.7170365,0.670997342904572
133,1648467169.03614,-0.6991721637759273
134,1648467776.725846,0.41246312944140484
135,1648468373.101384,0.8180417759124541
136,1648468961.6223009,0.5372265830422973
137,1648469577.5752394,0.31717461426306087
138,1648470163.5161257,0.833709959553436
139,1648471374.41702,0.011140800566449836
140,1648471971.1892457,0.6850167784751023
141,1648472588.3200295,-0.2822161470625081
142,1648473168.982361,0.40036338453474785
143,1648473776.398834,2.2865479513109825
144,1648474379.0000246,0.011140800566449836
145,1648474970.515477,1.080319340814956
146,1648475570.6714783,1.1005073910122758
147,1648476192.9401233,1.0036329724426833
148,1648476775.1158042,-0.8180417759124541
149,1648477389.7057984,0.49900228007558534
150,1648477993.5418117,-0.3525251714490724
151,1648478591.6302233,-0.6027625453630568
152,1648479174.3989508,0.5501416487535772
153,1648479773.9953399,-0.5372265830422973
154,1648480373.5428777,-0.833709959553436
155,1648480994.3130393,0.8495855373182967
156,1648481572.8513162,-0.7721932141886849
157,1648482177.355993,-0.0445770393033232
158,1648482776.6048203,0.0668932751937093
159,1648483373.4813435,0.5762526177174433
160,1648483980.923061,2.2865479513109825
161,1648484582.9117658,-0.9497835969634424
162,1648485175.4511201,-1.2089900535709213
163,1648485776.7308812,-1.1861690261641924
164,1648486383.531078,2.8447632422993725
165,1648486975.9322443,1.208990053570922
